-41.9463034	-9.523807751
-39.26174213	-8.333331668
-37.24832438	-7.142855586
-34.89932847	-5.952379503
-32.55033256	-4.761903421
-30.20133665	-3.571427339
-27.85235355	-2.380951256
-25.50335764	-1.190475174
-23.48992709	9.08E-07
-21.14094398	1.190476991
-18.79194807	2.619053739
-16.44295216	4.047621405
-14.42953441	5.476189071
-11.74496034	6.904765819
-9.395964434	8.333333485
-7.046981326	9.761910233
-5.033563576	10.95238632
-3.020120224	12.1428624
-1.006702474	13.33333848
1.342280633	14.52381456
3.355698383	15.71429064
5.033550775	16.66666606
7.046994127	17.61905056
9.060411877	18.80952664
11.07382963	20.00000272
13.08724738	20.95237814
14.76509977	22.14285422
16.77851752	23.09523872
18.45636991	24.04761868
20.46981326	25.00000318
22.48323101	25.71428701
24.83221412	27.14285922
26.51006651	27.85714305
28.85907522	29.04761913
31.20805833	29.76190751
32.88591072	30.47619134
34.89932847	30.95238359
37.58390254	31.4285713
40.26845101	31.66666742
42.28189436	32.14285967
44.96644282	32.14285967
